Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Date,Dublin Core:Coverage,Dublin Core:Source,Dublin Core:Format,Dublin Core:Type,Dublin Core:Subject,Dublin Core:Rights,Dublin Core:Identifier,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:URL
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2311,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2311.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 0.90 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2312,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2312.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2313,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2313.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.55 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2314,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2314.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.92 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2315,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2315.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.87 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2316,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2316.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2317,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2317.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2318,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2318.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.46 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2319,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2319.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.22 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2320,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2320.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2321,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2321.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.58 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2322,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2322.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.50 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2323,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2323.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2324,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2324.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.60 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2325,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2325.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.24 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2326,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2326.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.54 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2327,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2327.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.19 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2328,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2328.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.18 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2329,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2329.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.23 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2330,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2330.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2331,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2331.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.28 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2332,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2332.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 2.14 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2333,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2333.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.57 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2334,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2334.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.53 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2335,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2335.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2336,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2336.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.83 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2337,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2337.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.52 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2338,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2338.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.56 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2339,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2339.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.21 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2340,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2340.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2341,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2341.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.25 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2342,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2342.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 1.23 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2343,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2343.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.85 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2344,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2344.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 8.17 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2345,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2345.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 6.47 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2346,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2346.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 5.00 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2347,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2347.jpg
,,,,,"College Archives Photographs, Milne Library, State University of New York at Geneseo","TIFF, 3.70 mb",Still image,,"Please cite as: College Archives, Milne Library, State University of New York at Geneseo. For usage beyond Fair Use, please contact Milne Library.",archphoto2348,,,http://www.jack-mulvey-scott.com/TEST/jpegs/archphoto2348.jpg
